"Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_24D","R2_24D","R3_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R5_72M","R6_72M"
"LP_000851","PC 36:3",784.5825243,"-1.547","0.028","[M+H]+",NA,"C44H82NO8P","783.577806","Phosphatidylcholine","18:1/18:2 | 16:0/20:3 | 16:1/20:2",15754132,30956816,34359176,53657712,71106704,17363868,29489688,46238816,35918432,57381040,13597512,51318880,86428928,48215008,73037712,12110040,44402336,100333056,55647520,63171136,23254352,34492800,60063520,39505616,24743944,24114016,41651728,66226336,32380400,41485392
"LP_000895","PC 38:1",816.6454721,"-0.4628","-0.0392","[M+H]+",NA,"C46H90NO8P","815.640406","Phosphatidylcholine","18:1/20:0 | 16:0/22:1 | 18:0/20:1",748433,3442228,2027655,5562933,7940301,936757,3074881,5080082,4305288,5805449,1842843,6139526,13381130,9861271,14966852,1440639,5115654,13811716,9343214,17144248,3430944,16483416,21227650,19217052,12494818,3049637,20065104,16379268,19418716,24914214
"LP_000906","PC 38:2",814.6301838,"-2.5413","-0.0516","[M+H]+",NA,"C46H88NO8P","813.624756","Phosphatidylcholine","18:1/20:1 | 18:0/20:2",8867554,46864360,29161670,60734272,79459504,10281170,38377736,56787584,44459840,64204068,19582236,49445312,82311376,68106912,91778832,16639910,45667276,84427328,63017552,88265056,29549128,65336172,86699288,77528384,50001448,25893204,71876912,80210016,72288896,102787184
"LP_000961","PC 40:1",844.6754635,"-2.868","-0.0446","[M+H]+",NA,"C48H94NO8P","843.671706","Phosphatidylcholine","18:0/22:1 | 16:0/24:1",187528,441152,336653,394122,409196,254897,332346,332321,346161,245338.6,297842,361366,528236,476626,781855,278404,474581,320616,692298,705734,401783,1858538,1877248,2429953,1641283,348279,2817570,1401548,2608968,2368942
"LP_000983","PC 42:1",872.7080453,"-1.6222","-0.0492","[M+H]+",NA,"C50H98NO8P","871.703006","Phosphatidylcholine","18:1/24:0 | 16:0/26:1",685806,2915120,2245621,3912939,5195470,792443,2432998,3408765,2701772,4035472,1399087,4032346,8953628,5784705,9617048,1311452,3433422,10376455,5214809,9783545,2386714,7282063,12121064,10802032,5848593,2070685,10026946,10853240,9300559,12937310
"LP_000994","PC 42:2",870.6927792,"-2.3725","-0.049","[M+H]+",NA,"C50H96NO8P","869.687356","Phosphatidylcholine","18:2/24:0",111221,535504,400623,486815,664924,130847,584227,721580,372902,566453,275839,532001,1493388,726090,1014444,202232,484011,1416204,537139,1131131,344131,907770,1669607,1004353,504955,270752,894757,1513035,1010225,1318832
"LP_001038","PE 32:1",690.507227,"0.5083","-0.0058","[M+H]+",NA,"C37H72NO8P","689.499556","Phosphatidylethanolamine",NA,156506,231250,260852,315823,258580,279592,289064,229294,246663,213151,428509,208564,328026,368524,299886,226871,185037,284348,279072,297334,267037,307913,350301,549174,260290,193150,398658,304777,330136,389567
"LP_001082","PE 34:1",718.5359527,"-1.5453","0.0105","[M+H]+",NA,"C39H76NO8P","717.530856","Phosphatidylethanolamine","16:0/18:1 | 16:1/18:0",4484040,2647128,3209847,2563594,3216060,4163384,3760699,3324638,3258992,2311405,5129456,2742907,3184810,4384290,2143642,3765514,2960493,2596710,2549148,2358244,5170401,2948520,2869758,2951328,1866504,3666496,2855614,3102614,2295613,2998545
"LP_001093","PE 34:2",716.5204454,"-1.8276","0.0077","[M+H]+",NA,"C39H74NO8P","715.515206","Phosphatidylethanolamine","16:1/18:1 | 16:0/18:2",1248899,1533442,1432931,1526956,1742540,1149733,1730414,1979743,1414125,1596338,2083662,1402363,2215300,1942351,1641968,1276065,1182317,1924985,1159690,1627020,1872155,1549133,2221502,1983868,1056077,1380109,2173280,2097845,1492414,1988615
"LP_001148","PE 36:1",746.5678016,"-2.2268","-0.0201","[M+H]+",NA,"C41H80NO8P","745.562156","Phosphatidylethanolamine","18:0/18:1",23061338,28928496,29940616,28062548,32842134,22911428,33593944,36172432,32543168,26601236,33874076,30003012,30382700,42142272,24745492,26717394,27389084,30970738,31817696,31533700,32920578,25144740,31866100,29740686,21621652,27202926,28377630,29635360,22944488,27989234
"LP_001159","PE 36:3",742.5371736,"-0.4975","0.0189","[M+H]+",NA,"C41H76NO8P","741.530856","Phosphatidylethanolamine","18:1/18:2 | 16:0/20:3",1258100,3001117,2684171,3436085,4075975,1171338,3668691,4197784,3153003,3074659,2591174,2771758,4408930,3597790,3306443,2029576,2349521,3926739,2755954,3377636,3311817,2792295,3990902,3330842,1828676,2392497,3365954,3841946,2774465,3315178
"LP_001170","PE 36:4",740.5200937,"-1.7897 | -2.6828","-0.006 | -0.0252","[M+H]+",NA,"C41H74NO8P","739.515206","Phosphatidylethanolamine",NA,81004,293107,200195,333464,331498,99642,250756,334066,233266,333651,172216,242768,375317,242161,258496,123226,249377,382029,260995,277714,217913,170747,333811,300505,137010,156838,295835,300773,201532,307028
"LP_001203","PE 38:1",774.600277,"1.0548","-0.0235","[M+H]+",NA,"C43H84NO8P","773.593456","Phosphatidylethanolamine",NA,124505,107865,111822,135195,191088,149658,152394,173845,190758,118091,144262,108755,123788,257392,120743,122635,90032,112137,173075,172967,123850,132561,114852,181333,113596,105626,124579,94548,124161,116378
"LP_001214","PE 38:2",772.5841113,"-0.3025","-0.0232","[M+H]+",NA,"C43H82NO8P","771.577806","Phosphatidylethanolamine",NA,755408,1140844,1110853,1261301,1511292,717749,1374670,1295476,1420343,1211670,1022165,1101283,1164580,1642596,1120207,824166,1005649,1161342,1168173,1057654,1061554,764837,1117500,943747,610614,876363,868146,843413,776134,891755
"LP_001269","PE 40:1",802.6313687,"0.1491","-0.0194","[M+H]+",NA,"C45H88NO8P","801.624756","Phosphatidylethanolamine",NA,216949,141800,178201,187129,233245,202985,198121,185062,250612,165374,207395,117606,103555,325837,133437,194541,111804,132538,147611,133825,148115,87814,79237,87207,98249,151447,62191,83102,71796,88767
"LP_001291","PE 40:3",798.5995689,"-2.8301","-0.0403","[M+H]+",NA,"C45H84NO8P","797.593456","Phosphatidylethanolamine","18:0/22:3",726660,882526,994052,1005466,1025752,779077,1151653,1053681,1069822,887073,1034119,683644,859047,1290841,811327,808497,713767,806290,840860,871199,877164,543865,724149,672555,494423,797357,666543,662325,675041,731454
"LP_001302","PE 40:4",796.5830836,"1.0678","-0.0404","[M+H]+",NA,"C45H82NO8P","795.577806","Phosphatidylethanolamine",NA,850217,1472768,1004650,798645,1248700,801821,1175205,996786,779990,969715,1057331,1401709,1144755,951887,850868,1038742,1613630,951585,953232,860360,1301605,1156216,1249371,1148653,1023029,1508184,1250770,1265320,1481938,1250236
"LP_001324","PE 42:1",830.6624899,"0.0661","-0.0172","[M+H]+",NA,"C47H92NO8P","829.656056","Phosphatidylethanolamine","18:1/24:0",321078,196655,298217,244509,313438,304987,346182,259768,439948,233333,338250,195421,185293,778014,175898,313194,190305,174190,283289,191037,261489,153996,179636,140209,220111,261095,112341,156440,120959,152926
"LP_001398","PG 34:1",766.5570841,"-1.0096","0.0522","[M+NH4]+",NA,"C40H77O10P","748.525437","Phosphatidylglycerol",NA,1806929,4824571,3536413,5595376,5072896,1935251,3938744,4900185,3873303,6602003,2416675,3221611,6680933,3308140,7878456,1620559,3382126,6143714,4359788,6569510,2959158,2852418,7939860,9051140,2814008,2067542,8505649,6511564,6724996,7263008
"LP_001453","PG 36:2",792.5707541,"-2.8097","0.0008","[M+NH4]+",NA,"C42H79O10P","774.541087","Phosphatidylglycerol",NA,99530,276344,228677,394171,248524,108683,256998,325061,209306,382734,128584,165226,275061,211168,334004,98344,195435,308475,189522,291047,139487,185412,336742,397861,121058,112742,343016,248383,345855,345111
"LP_001739","TAG 42:0",740.6746539,"1.2284","-0.0015","[M+NH4]+",NA,"C45H86O6","722.64244","Triacylglyceride","14:0/14:0/14:0 | 12:0/14:0/16:0",84736,163347,129463,228309,302266,104812,109147,130138,199792,291549,93584,127804,137226,112714,210771,120160,106024,231766,216913,184842,92597,108207,126356,178506,174089,92938,146690,137397,136614,165574
"LP_001761","TAG 44:0",768.7057336,"-0.3296","0.0054","[M+NH4]+",NA,"C47H90O6","750.67374","Triacylglyceride","14:0/14:0/16:0 | 14:0/15:0/15:0 | 12:0/16:0/16:0 | 13:0/15:0/16:0 | 12:0/14:0/18:0",945505,1556914,1348868,2520676,3817615,1111577,1361272,1878988,2402725,3354056,1219947,1441350,1569343,1712881,2631962,1177578,1198652,2434682,2335913,2541120,959008,1265793,1456975,2004268,1883085,924266,1500492,1526380,1737130,2473928
"LP_001772","TAG 44:1",766.690214,"-0.4044","-0.0067","[M+NH4]+",NA,"C47H88O6","748.65809","Triacylglyceride","14:0/14:0/16:1 | 14:0/14:1/16:0 | 12:0/16:0/16:1 | 12:0/14:0/18:1",159365,330418,259178,538401,703843,212045,314077,379624,511577,726305,192807,191158,254652,242861,343700,194739,171402,369228,374210,375250,140223,148083,182814,224951,240007,153028,169122,186301,194767,283557
"LP_001783","TAG 46:0",796.7370705,"-1.0687","-0.0024","[M+NH4]+",NA,"C49H94O6","778.70504","Triacylglyceride","14:0/16:0/16:0 | 15:0/15:0/16:0 | 14:0/14:0/18:0 | 14:0/15:0/17:0 | 12:0/16:0/18:0 | 13:0/16:0/17:0",6423849,8987185,8092663,14221070,24326624,6557598,9989277,11939445,15925630,15811866,7952216,9725406,11230684,13202006,16143414,7596996,8225499,14474711,13957568,16192506,6837855,9470224,10683831,12298557,13222469,6792331,9973517,10127781,11642416,18213508
"LP_001794","TAG 46:1",794.7210352,"-2.3591","-0.008","[M+NH4]+",NA,"C49H92O6","776.68939","Triacylglyceride","14:0/14:0/18:1 | 14:0/16:0/16:1 | 12:0/16:0/18:1 | 14:1/16:0/16:0 | 15:0/15:0/16:1 | 12:0/16:1/18:0",2388714,6329670,4608557,9761234,12657819,3357032,5721943,7599949,9236666,12473396,3649234,4335124,5256521,5139489,6986144,3809246,3747484,7208314,7179919,7834017,2870548,3084540,3695377,4420869,4999261,3180585,3283578,4131006,3957704,5813023
"LP_001805","TAG 48:0",824.7681769,"-0.9143","-0.0008","[M+NH4]+",NA,"C51H98O6","806.736342","Triacylglyceride","16:0/16:0/16:0 | 14:0/16:0/18:0 | 15:0/15:0/18:0 | 15:0/16:0/17:0 | 14:0/17:0/17:0",28502748,26947968,27134708,38788796,95129936,30114556,52138436,60445388,64239720,37145664,33649000,35357012,37104176,59781596,49952528,29165782,29498114,40345480,40451732,51028440,25856054,44096856,42632140,45431696,51612060,24859298,38642680,32519430,40175736,78922712
"LP_001816","TAG 48:1",822.7527142,"-0.8336","0.002","[M+NH4]+",NA,"C51H96O6","804.72069","Triacylglyceride","16:0/16:0/16:1 | 14:0/16:0/18:1 | 14:0/16:1/18:0 | 12:0/18:0/18:1",25000330,53768296,41761704,80748080,97880200,31057110,49078888,65534864,71884736,93049680,30838280,33952088,41706036,38161064,55110920,33652444,30709322,56804664,50200584,61224160,24036432,23021942,30143954,33301950,31569936,26673486,25578392,33998836,32945630,45928020
"LP_001827","TAG 48:2",820.7367539,"-1.4135","0.0034","[M+NH4]+",NA,"C51H94O6","802.705042","Triacylglyceride","16:0/16:1/16:1 | 14:0/16:1/18:1 | 14:0/16:0/18:2 | 14:1/16:0/18:1 | 12:0/18:1/18:1 | 16:0/16:0/16:2",3483661,9317427,8014012,12260248,15727962,5262337,9702823,12325242,12297701,15469404,5268984,5127104,6525385,5355473,7844544,5774221,4326449,8413287,7874249,8492552,3833977,3665063,4152962,4624871,5179272,4076535,3449268,3985818,3515506,5762469
"LP_001838","TAG 48:3",818.7216284,"-1.4676","0.0019","[M+NH4]+",NA,"C51H92O6","800.68939","Triacylglyceride","16:1/16:1/16:1 | 14:0/16:1/18:2 | 12:0/18:1/18:2 | 14:0/16:0/18:3 | 14:0/14:0/20:3 | 16:0/16:1/16:2 | 14:0/16:2/18:1",161070,546064,408384,592356,735343,223138,426216,466853,554528,750473,209387,277351,324993,301287,389452,262050,171217,382649,357167,422735,164680,219378,300395,271214,327937,197604,171976,227193,226431,299817
"LP_001860","TAG 50:0",852.799935,"-0.6496","-0.0075","[M+NH4]+",NA,"C53H102O6","834.767642","Triacylglyceride","16:0/16:0/18:0 | 14:0/18:0/18:0 | 14:0/16:0/20:0 | 16:0/17:0/17:0",68396376,32860184,40957264,41595460,212800640,66262896,117515464,131980032,125309904,36016260,84263712,65674184,45045312,129225520,60738072,60638064,42226740,45929008,50373280,80000920,51244128,82899136,67150288,56534168,96928488,49986892,49185060,44526772,54212160,160933664
"LP_001871","TAG 50:1",850.7834663,"-0.6508","0.0049","[M+NH4]+",NA,"C53H100O6","832.75199","Triacylglyceride","16:0/16:0/18:1 | 16:0/16:1/18:0 | 14:0/18:0/18:1 | 14:0/16:0/20:1",101942744,218808145,180046160,274207424,325976192,129202384,213927743,256773312,259287217,310362880,130251656,129999744,178844352,149502032,208042864,137183008,128925216,234615791,194120928,219367552,105597888,92735496,124815656,133883616,118476272,120253000,115353664,144287600,126874840,183455376
"LP_001882","TAG 50:2",848.7676053,"-1.4276","0.0053","[M+NH4]+",NA,"C53H98O6","830.736342","Triacylglyceride","16:0/16:1/18:1 | 14:0/18:1/18:1 | 16:0/16:0/18:2 | 16:1/16:1/18:0 | 14:0/18:0/18:2 | 16:0/17:1/17:1",42596580,99018456,81581864,117950888,146797616,56207544,96982816,119671576,115036032,143329168,52470600,42809952,60037696,45405316,62200636,58290648,42968784,75634088,67821216,72714696,37484016,22144838,31849258,32891204,33736416,45061268,27112924,39672596,31663354,43122972
"LP_001893","TAG 50:3",846.752392,"-0.0496","0.0118","[M+NH4]+",NA,"C53H96O6","828.72069","Triacylglyceride","16:1/16:1/18:1 | 16:0/16:1/18:2 | 14:0/18:1/18:2 | 14:0/16:0/20:3 | 16:0/16:2/18:1 | 16:0/16:0/18:3 | 16:1/16:2/18:0 | 14:0/16:1/20:2 | 14:1/18:1/18:1",5362151,12853230,11168094,13929486,17230516,6911521,12153886,13574572,13381276,16303106,6836956,4336208,5752329,4202043,6325683,7451261,3602724,7605764,6446256,7646985,3634635,2642978,3669453,3492928,3626433,3928514,2704561,3314967,2742018,4202879
"LP_001904","TAG 50:4",844.736998,"0.0261","0.032","[M+NH4]+",NA,"C53H94O6","826.70504","Triacylglyceride","16:1/16:1/18:2 | 14:0/18:2/18:2 | 16:0/16:1/18:3 | 14:0/18:1/18:3 | 16:1/16:2/18:1 | 14:0/16:0/20:4 | 14:0/14:0/22:4 | 16:0/16:2/18:2 | 14:0/16:1/20:3 | 12:0/16:0/22:4",128048,219000,216528,437760,361996,203418,344454,315348,285947,338288,91392,95185,86430,122399,130958,83439,73606,84843.84,205270,135194,79216.2,92174,78484,137196,182971,66993.24,64813,114344,107426,143044
"LP_001937","TAG 52:0",880.8317889,"-0.5837","-0.0087","[M+NH4]+",NA,"C55H106O6","862.79894","Triacylglyceride","16:0/18:0/18:0 | 16:0/16:0/20:0",90100928,18422618,25174426,21014820,241870160,68026648,152955664,161043696,145309136,16358515,118180144,67491488,24553276,161508848,31806268,61450780,31813008,22301208,24758570,57720052,47192028,67511560,51443884,26883920,94321096,49721464,17258588,25012548,31240168,173639184
"LP_001948","TAG 52:1",878.8150559,"-0.6942","-0.0012","[M+NH4]+",NA,"C55H104O6","860.78329","Triacylglyceride","16:0/18:0/18:1 | 16:1/18:0/18:0 | 16:0/16:0/20:1 | 17:0/17:0/18:1",207173104,396521727,336030273,469169536,553437312,254595841,413406591,482373312,456233214,509740545,271326592,250415376,351886016,269278785,352582527,292449023,258402271,455923329,344929089,420241279,219574385,140985872,228743824,191203088,166392096,271225535,208117360,305804673,215088545,287561408
"LP_001959","TAG 52:2",876.7988523,"-0.6121","-0.0004","[M+NH4]+",NA,"C55H102O6","858.76764","Triacylglyceride","16:0/18:1/18:1 | 16:1/18:0/18:1 | 16:0/18:0/18:2 | 16:0/16:1/20:1 | 16:0/16:0/20:2",161386512,342209856,293100543,383356096,462021056,192936576,362515776,425712511,394077697,459087296,208436031,161330576,242801711,171478032,239059184,229459089,165269679,304296384,231435873,287434625,151774751,80181088,134551696,108345648,107274288,185830688,111925264,164127552,113020560,175124176
"LP_001970","TAG 52:3",874.7834076,"-0.228","0.0065","[M+NH4]+",NA,"C55H100O6","856.751992","Triacylglyceride","16:1/18:1/18:1 | 16:0/18:1/18:2 | 16:0/16:0/20:3 | 16:1/18:0/18:2 | 16:0/16:1/20:2 | 14:0/18:1/20:2 | 14:0/18:0/20:3 | 16:0/18:0/18:3 | 17:1/17:1/18:1 | 14:0/16:0/22:3",50753208,98081128,90814864,99415704,111776784,62393736,110907080,122649712,102913216,122136224,49942212,28821192,46939648,30811542,35764860,61766524,29171630,59374048,46080212,49613520,29027818,11326645,17734260,13920936,16708630,37362608,12339637,22127738,14963425,20473496
"LP_001981","TAG 52:4",872.767368,"-0.5741","0.0188","[M+NH4]+",NA,"C55H98O6","854.736342","Triacylglyceride","16:0/16:1/20:3 | 16:0/18:2/18:2 | 16:1/18:1/18:2 | 16:0/18:1/18:3 | 14:0/16:0/22:4 | 16:0/16:0/20:4 | 14:0/18:1/20:3",3119648,4724148,4196818,5561178,6758840,4479583,4966625,6149606,5067252,5232772,3487896,1495502,1716742,1250447,1472454,3679215,1203060,2703307,2032353,2649014,1266839,632204,1061141,822670,981032,1833505,633959,1208265,853927,962478
"LP_002025","TAG 54:0",908.8628528,"-1.2732","-0.0044","[M+NH4]+",NA,"C57H110O6","890.83024","Triacylglyceride","18:0/18:0/18:0 | 16:0/18:0/20:0 | 16:0/16:0/22:0 | 14:0/16:0/24:0 | 14:0/20:0/20:0 | 14:0/18:0/22:0 | 15:0/15:0/24:0 | 14:0/14:0/26:0 | 14:0/15:0/25:0 | 12:0/18:0/24:0",15837378,1535715,1886109,1893465,50898708,9327898,31553354,28973914,25639524,1674816,22201254,8928242,2311047,35956368,2998415,8131679,2461871,2289228,2105504,6056552,4982439,8945657,4736714,2327348,16825534,5469222,1411504,2248834,2681847,32773886
"LP_002036","TAG 54:1",906.8464683,"-1.0285","-0.0035","[M+NH4]+",NA,"C57H108O6","888.814592","Triacylglyceride","18:0/18:0/18:1 | 16:0/18:0/20:1 | 16:0/18:1/20:0 | 16:1/18:0/20:0 | 16:0/16:0/22:1",109673672,248376128,190031743,311344896,353873152,121552656,215364705,303107072,280616768,344171775,149322625,163519360,245791855,184000896,261822144,163161376,167306608,297835904,225371840,284239743,136897424,74808464,156345520,112441024,92037984,163966161,105105000,197080752,142056768,177873969
"LP_002047","TAG 54:2",904.830411,"-0.4952","-0.0039","[M+NH4]+",NA,"C57H106O6","886.79894","Triacylglyceride","18:0/18:1/18:1 | 18:0/18:0/18:2 | 16:0/18:1/20:1 | 16:0/18:0/20:2 | 16:1/18:0/20:1",150577744,342183807,288233344,419669696,458070273,184557920,336542849,412845887,402897343,438610753,213956784,192718944,263758303,192089584,250186128,226827856,202119169,336150655,269990656,311935487,168193312,69153664,139396592,98493528,91407600,206564336,111371824,192699344,129445232,175400592
"LP_002058","TAG 54:3",902.8146455,"0.139","0","[M+NH4]+",NA,"C57H104O6","884.78329","Triacylglyceride","18:1/18:1/18:1 | 18:0/18:1/18:2 | 16:0/18:1/20:2 | 16:0/18:0/20:3 | 16:1/18:0/20:2 | 16:0/16:0/22:3 | 16:1/18:1/20:1 | 16:0/18:2/20:1",97735384,221518640,188394976,246904144,300722368,125845048,219816736,264893696,252087664,292227391,126038336,94824400,139481088,91531192,132922480,147277472,102984680,178292208,130413968,173151201,90884424,31845662,64707360,42707160,43131048,111520480,46209672,88206272,50670912,81638096
"LP_002069","TAG 54:4",900.7992782,"0.1867","0.0127","[M+NH4]+",NA,"C57H102O6","882.76764","Triacylglyceride","16:0/18:1/20:3 | 18:1/18:1/18:2 | 16:0/16:0/22:4 | 16:0/18:2/20:2 | 18:0/18:2/18:2 | 16:1/18:1/20:2 | 16:0/16:1/22:3 | 16:1/18:0/20:3 | 14:0/18:0/22:4 | 16:0/18:0/20:4 | 14:0/20:2/20:2",22131434,40353920,40851596,39813036,49750352,24006872,50917700,49032060,41382696,51473572,26011166,12504102,18552838,12889658,16678088,27274208,11723512,29346962,17382646,24825156,13027814,4701386,9038707,5394348,6179766,15874016,5894994,9139532,5486773,10772874
"LP_002135","TAG 56:0",936.8942556,"-0.3399","-0.0075","[M+NH4]+",NA,"C59H114O6","918.86154","Triacylglyceride","14:0/16:0/26:0 | 16:0/16:0/24:0 | 14:0/18:0/24:0 | 16:0/18:0/22:0 | 15:0/15:0/26:0 | 15:0/16:0/25:0 | 16:0/20:0/20:0 | 18:0/18:0/20:0 | 14:0/20:0/22:0",4270897,965865,1079639,1111146,12614042,2952733,7892149,7578851,6832150,1008453,5834414,2600657,1364810,10300168,1798145,2407267,1263386,1367138,1290668,2468752,1989779,3145995,2233495,1843034,5501630,2015680,983420,1341722,1794715,9833904
