"Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_24D","R2_24D","R3_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R5_72M","R6_72M"
"LP_002311","TAG 58:6",952.8294646,"-0.6007","0.0392","[M+NH4]+",NA,"C61H106O6","934.79894","Triacylglyceride","18:0/18:1/22:5 | 18:1/18:1/22:4 | 16:0/20:1/22:5 | 16:0/18:1/24:5 | 18:0/18:2/22:4 | 18:0/20:3/20:3 | 18:1/20:2/20:3 | 16:0/20:2/22:4 | 18:1/18:2/22:3 | 18:2/20:1/20:3 | 16:0/18:0/24:6 | 16:0/20:3/22:3 | 18:2/20:2/20:2 | 18:1/20:1/20:4 | 16:0/18:2/24:4",137570992,240212895,222401648,268928960,273504385,157443071,260205423,286586240,252446224,291588736,147185760,76003048,107407936,74914704,93685536,154608080,74914384,131905496,123196496,124085376,67313136,12978961,34065208,18790614,22956520,91882560,17107998,45091560,26569702,39730440
"LP_002355","TAG 60:1",990.940194,"-1.2099","-0.0046","[M+NH4]+",NA,"C63H120O6","972.90849","Triacylglyceride","18:0/18:1/24:0 | 16:0/18:1/26:0 | 16:0/20:1/24:0 | 16:1/18:0/26:0 | 16:0/18:0/26:1",7908294,23983692,19997830,27416596,45793840,9643607,28983418,35142140,31577206,32436462,15385737,14729895,29761414,23776624,31930514,17202264,16223220,37031240,22022150,36456144,16627380,7979344,20716988,16132496,9770663,17222124,13384298,25264746,18325578,28631538
"LP_002366","TAG 60:2",988.9240195,"-0.5698","-0.0168","[M+NH4]+",NA,"C63H118O6","970.892842","Triacylglyceride","18:1/18:1/24:0 | 16:0/18:1/26:1 | 18:0/18:1/24:1 | 18:0/18:2/24:0 | 16:0/18:2/26:0 | 16:1/18:1/26:0 | 16:1/18:0/26:1 | 16:0/20:2/24:0 | 16:0/20:1/24:1 | 16:0/18:0/26:2 | 18:1/20:1/22:0 | 16:1/20:1/24:0 | 18:0/20:2/22:0",11514758,35891404,30127888,42688444,49682548,14232852,31779102,46576712,43242340,51152040,19776318,20702758,37543536,26868714,37703188,21700436,20495528,48022436,27202110,40967464,17878208,6710759,19900980,14031615,8721507,22033512,11232974,24554304,14459073,20719956
"LP_002377","TAG 60:3",986.908535,"-0.7072","-0.01","[M+NH4]+",NA,"C63H116O6","968.87719","Triacylglyceride","18:1/18:1/24:1 | 18:1/18:2/24:0 | 18:0/18:2/24:1 | 16:0/20:3/24:0 | 16:0/18:2/26:1 | 16:1/18:1/26:1 | 16:0/18:1/26:2 | 16:1/18:0/26:2 | 18:0/20:3/22:0 | 18:1/20:2/22:0 | 18:0/18:1/24:2 | 16:0/20:2/24:1 | 18:1/20:1/22:1 | 16:1/18:2/26:0 | 16:1/20:1/24:1 | 18:2/20:1/22:0 | 18:0/18:0/24:3 | 16:1/22:1/22:1 | 20:1/20:1/20:1 | 18:0/18:3/24:0 | 16:1/20:2/24:0 | 16:0/22:0/22:3 | 16:0/18:3/26:0",9726692,24950780,20893484,32913744,39350288,10763824,25075204,33263160,33456434,39249432,15318047,13173543,23612354,16518582,23073954,17045870,13916385,32043284,21020644,24490000,12818520,3304835,10946797,6782180,4919909,14117712,5172089,13967724,7917735,11635910
"LP_002388","TAG 60:4",984.8929264,"-0.0077","-0.0205","[M+NH4]+",NA,"C63H114O6","966.86154","Triacylglyceride","18:0/18:1/24:3 | 18:1/18:2/24:1 | 18:1/18:1/24:2 | 18:0/18:2/24:2 | 16:0/20:1/24:3 | 18:1/20:0/22:3 | 16:0/20:3/24:1 | 18:0/18:0/24:4 | 20:1/20:1/20:2 | 18:0/20:0/22:4 | 18:0/20:1/22:3 | 20:0/20:1/20:3 | 18:0/20:3/22:1 | 16:0/22:1/22:3 | 16:0/18:0/26:4 | 16:0/18:1/26:3 | 18:2/20:1/22:1 | 16:0/20:2/24:2 | 16:1/18:1/26:2 | 18:1/20:2/22:1 | 16:1/20:0/24:3 | 16:0/18:2/26:2 | 16:0/20:0/24:4 | 16:1/18:0/26:3 | 20:0/20:2/20:2 | 16:1/20:1/24:2 | 18:1/20:3/22:0 | 18:0/18:3/24:1 | 16:0/22:0/22:4 | 16:1/20:3/24:0 | 18:2/18:2/24:0",9513118,20952960,18564772,23093188,29941860,10389411,20436074,26562630,24338422,30014276,15138978,9797109,17333442,11351194,16966926,15928062,10050137,22863362,15374386,18832496,10470708,2117996,7130162,4005454,3706087,11521771,3263482,9238476,4741365,6861869
"LP_002399","TAG 60:5",982.8769363,"-0.3293","0.0124","[M+NH4]+",NA,"C63H112O6","964.84589","Triacylglyceride","18:0/20:1/22:4 | 18:0/20:0/22:5 | 18:0/18:1/24:4 | 18:1/20:0/22:4 | 18:0/18:0/24:5 | 16:0/20:1/24:4 | 16:0/22:0/22:5 | 16:0/18:0/26:5 | 16:0/22:1/22:4 | 18:1/20:1/22:3 | 16:0/18:1/26:4 | 18:0/20:4/22:1 | 16:0/20:0/24:5 | 18:1/18:1/24:3 | 20:0/20:1/20:4 | 20:1/20:1/20:3 | 18:1/20:3/22:1 | 18:1/20:4/22:0 | 18:0/20:2/22:3 | 20:1/20:2/20:2",14196262,23619772,22801090,23548892,26020836,14275414,24336754,29113262,22925096,27434436,19441420,10836006,18345820,11692420,16613434,20919770,10611934,21354904,16062274,17257158,11653412,2335153,7053290,4011441,3948824,13529059,3582858,8509374,4919948,7009354
"LP_002410","TAG 60:6",980.8614453,"0.2633","0.0238","[M+NH4]+",NA,"C63H110O6","962.83024","Triacylglyceride","18:0/18:1/24:5 | 18:0/20:1/22:5 | 18:1/20:1/22:4 | 18:0/18:0/24:6 | 18:1/20:0/22:5 | 16:0/20:1/24:5 | 16:0/18:0/26:6 | 16:0/18:1/26:5 | 18:1/18:1/24:4 | 16:0/20:0/24:6 | 18:0/18:2/24:4 | 16:0/22:3/22:3 | 20:2/20:2/20:2 | 18:1/20:2/22:3 | 18:0/20:2/22:4 | 18:0/20:3/22:3 | 18:2/20:1/22:3 | 16:0/20:2/24:4 | 20:1/20:2/20:3 | 20:0/20:3/20:3 | 20:1/20:1/20:4 | 18:1/18:2/24:3 | 18:2/20:0/22:4",22478964,42195064,38955240,46658360,53123432,22329318,43995120,50266908,46205640,51354688,26615702,17735312,25910842,18808362,25819772,25179326,15584106,30572088,28029296,28870870,16278644,4028621,11060829,6046396,6312662,17665450,5090697,12743802,7441754,11351351
"LP_002446","SM 34:0",705.5888576,"-3.0788","-0.0272","[M+H]+",NA,"C39H81N2O6P","704.583226","Sphyngomyelin",NA,6263106,17787188,14303125,28925718,39572288,6114272,14582876,21529302,17812324,28856004,12611439,26376656,32036924,24436236,43013544,7479197,19694656,27927020,20011948,35901656,18161572,28397320,33918448,32054228,22389842,9785489,27511280,25401474,28676340,41075644
"LP_002457","SM 34:1",703.5727047,"-3.8735","-0.0326","[M+H]+",NA,"C39H79N2O6P","702.567576","Sphyngomyelin",NA,115939456,285551232,236968640,296758977,373399359,132518168,288326464,358265857,271048064,336957568,180813744,252159023,367126593,275870848,369934784,163099040,246281760,419130047,282873600,388980993,209602433,284012288,380686719,391309057,242406096,184422880,330934209,389945664,386012801,434948223
"LP_002468","SM 34:2",701.5567387,"-4.2638","-0.0372","[M+H]+",NA,"C39H77N2O6P","700.551926","Sphyngomyelin",NA,8870841,41826160,29812778,57535800,65691468,9896943,32874688,48914800,34128100,58070416,13774937,32613504,68288488,40440792,70836880,12511217,28687872,73572184,47125928,74176296,16170484,39561096,70778128,69921984,32777638,13621998,66907448,62687072,61134008,80061248
"LP_002479","SM 36:1",731.6047993,"-2.639","-0.0305","[M+H]+",NA,"C41H83N2O6P","730.598876","Sphyngomyelin",NA,8007255,17576352,14773668,18925956,24568612,8123459,18678988,26662692,14907353,19328246,12331646,17318402,27912536,18953244,25758508,10062056,16897288,28814652,15367196,26246136,16491526,16949004,26477834,23989208,16494788,13376586,20412360,31283514,24633812,36209928
"LP_002490","SM 38:1",759.6355462,"-3.2303","-0.0402","[M+H]+",NA,"C43H87N2O6P","758.63018","Sphyngomyelin",NA,971132,1862098,1425206,2242360,3507216,872519,1848159,2688543,1755517,2267288,1427982,2324393,2937038,2223592,2995447,1255401,2088719,3163113,1800083,3335844,1852114,2314958,3607293,2358413,2174094,1364722,2097634,3426833,2951901,4933730
"LP_002501","SM 40:1",787.6674632,"-2.37","-0.0246","[M+H]+",NA,"C45H91N2O6P","786.661476","Sphyngomyelin",NA,10292872,16795008,14243208,18141790,24857756,9227650,21182522,25963448,18099188,17275430,16287560,17569236,21907724,20614200,20507788,11236229,16081243,23623616,14519425,24111800,16488746,18359666,26034724,15744639,16672321,13610324,13103274,21371916,20455520,32100984
"LP_002512","SM 42:1",815.6973723,"-3.9938","-0.0172","[M+H]+",NA,"C47H95N2O6P","814.692776","Sphyngomyelin",NA,25372964,37800564,42834056,45186260,74215720,25376632,71958168,80737240,48507892,43655896,44307240,39889176,64702068,60118120,49555324,34780640,39521200,64417456,33874056,67091964,51203024,23506882,68810256,43916920,47428632,39335324,28809426,51235376,45249632,86002760
"LP_002523","SM 42:2",813.682213,"-3.3391","-0.027","[M+H]+",NA,"C47H93N2O6P","812.677126","Sphyngomyelin",NA,22106964,56805512,41398616,66482968,78603936,23389094,62371056,74306632,49058552,72459800,40577708,47438816,76221296,57839800,71895048,28934736,44892900,80618384,46877320,77072192,43370444,48795744,79839856,66673952,36179476,34728024,65222244,71244752,69086640,91809520
"LP_002534","SM 42:3",811.6669834,"-2.7679","-0.0223","[M+H]+",NA,"C47H91N2O6P","810.661476","Sphyngomyelin",NA,3602884,7972921,6081032,9066340,9483446,3878794,7806556,9647346,6596931,9207488,5235447,6105445,9557276,6707783,10048603,4397359,5901493,9948724,6362758,9270456,5379128,6600839,10788217,9512802,5129370,4595101,8272539,9559700,9131788,11746648
"LP_002578","GlcCer(t18:1(8E)/22:0(2OH))",816.6570498,"3.4161","0.0016","[M+H]+",NA,"C46H89NO10","815.6486","GlucoCeramide",NA,180501,387835,240633,246329,195260,188493,225689,314428,210276,237283,254816,283002,245376,330965,308976,217069,313396,323325,253139,300280,245308,436588,312987,410198,332259,254285,396160,342472,371462,350236
"LP_002699","PC 32:2",730.5357691,"-3.2344","-0.0365","[M+H]+",NA,"C40H76NO8P","729.530856","Phosphatidylcholine","16:1/16:1 | 16:0/16:2 | 14:0/18:2",499131,1797654,1780859,3176114,5964190,567439,2670558,5193018,2520616,4043342,1292326,3025678,6209660,4772092,6908072,1185252,2721692,6013056,6372766,6989100,2450019,10234566,9798244,13463440,8219306,1849969,14143876,7947014,13154464,16814252
"LP_002930","LysoPC 18:1",522.3545504,"-1.1192","-0.0209","[M+H]+",NA,"C26H52NO7P","521.34814","Lyso Phosphatidylcholine",NA,1103295,5153384,4079438,1327416,2955311,1223938,2951020,7616625,1027771,3055925,2042785,8348252,14642179,1970078,6916600,1989787,6341269,14563229,3193090,6945900,4412448,19955966,19098964,7193770,7022825,4123039,23410828,17810734,7307584,12487774
"LP_003029","PC 32:1",732.5521722,"-2.1975 | -1.5436","-0.0141","[M+H]+",NA,"C40H78NO8P","731.546506","Phosphatidylcholine","16:0/16:1 | 14:0/18:1",9179520,36679920,26457616,74409168,106958800,9206328,39857744,58252912,63733152,87220016,19995920,55113424,102892816,96806416,106789456,18507656,40552608,99138320,80678640,124514160,26445616,158757232,127287664,173693840,120116720,20835328,176086448,128510192,149247696,189344880
"LP_003051","PC 33:1",746.5671488,"-1.98 | -3.1189","-0.0101 | -0.023","[M+H]+",NA,"C41H80NO8P","745.562157","Phosphatidylcholine","16:0/17:1 | 15:0/18:1 | 16:1/17:0",32041566,102392632,74902176,117059552,133187072,35356160,87242072,113422376,94003096,120624024,52025236,101591560,161232240,99803336,152389392,44384112,87403024,168552544,123987592,163208785,60783732,125439872,167866256,169023760,106099512,52601264,155968816,142871360,146930960,193474928
"LP_003128","PC 35:1",774.5991776,"-2.0081 | -0.9198","-0.0303 | -0.0233","[M+H]+",NA,"C43H84NO8P","773.593457","Phosphatidylcholine","17:0/18:1 | 17:1/18:0 | 16:0/19:1",16657902,54727696,34275848,51333720,53329808,19330624,40009600,54422840,34847712,47218928,30612160,63375280,102208336,64776376,93709712,28925856,66687640,103205984,76331248,92776720,45628960,93174880,113541168,107372856,72222904,45934292,110270064,116817792,106482456,124679808
"LP_003150","PC 35:2",772.5830294,"-2.658 | -1.8038","-0.0191","[M+H]+",NA,"C43H82NO8P","771.577807","Phosphatidylcholine","17:1/18:1 | 17:0/18:2 | 16:0/19:2 | 16:1/19:1",8098097,28252368,21469492,32447816,34569728,9466470,25107698,31759728,26065276,36094976,15348208,30497496,44872624,29418772,44731320,13963454,31301144,52251976,35082148,45137056,21742104,36081368,42764016,40445492,33091604,20106464,41413040,40719280,39291896,42848952
"LP_003172","PC 35:3",770.566863,"-3.2035","-0.0406","[M+H]+",NA,"C43H80NO8P","769.562157","Phosphatidylcholine","17:1/18:2 | 15:0/20:3 | 17:2/18:1",530739,3533336,2694129,3914345,4783523,733979,2899228,4368163,3466563,3971106,1520606,3196864,5498956,3111886,4664778,1859445,2781759,6228168,3124705,4060280,2509939,2333798,4384356,2776613,2036194,2206740,2897074,4528897,2298997,2830346
"LP_003249","PC 37:3",798.6003791,"1.8896","-0.0407","[M+H]+",NA,"C45H84NO8P","797.593457","Phosphatidylcholine","18:2/19:1 | 18:1/19:2 | 17:1/20:2 | 17:0/20:3",609936,3266094,2512033,4888748,5830659,589307,2405008,3735290,3546838,4396423,1569443,4294341,6878336,3986850,7094432,1338337,3413718,6564129,4920615,6265165,2295540,4663613,6115530,5352587,3899100,2033095,4492442,5484997,5052593,6086648
"LP_003260","PC 38:3",812.6173205,"2.5751 | 1.155","-0.024 | -0.0303","[M+H]+",NA,"C46H86NO8P","811.609106","Phosphatidylcholine",NA,3509241,15599888,12344586,22648520,28424968,3626585,16161824,21642050,17507278,25308914,8860885,16948550,32583972,22263384,30997876,6491993,16639086,38512480,19786444,26871844,10894590,16580860,25705464,20127680,14014466,9876098,15497104,27106700,20842692,26320980
"LP_003271","PC 38:4",810.5983531,"-0.7275 | -2.9347","0.035 | 0.045","[M+H]+",NA,"C46H84NO8P","809.593456","Phosphatidylcholine","18:1/20:3 | 16:0/22:4",7900990,22289896,18559480,23782616,29480032,8877256,21619140,25518072,25345768,29014296,11539796,11175724,9698080,12106740,9065704,9231414,11680696,12804032,10367400,9995760,5969380,15415068,12925732,13171164,11584460,7673442,15455440,11198308,16830688,15242464
"LP_003282","PE 33:1",704.5209966,"-2.2347 | -2.1098","0.0014 | -0.0106","[M+H]+",NA,"C38H74NO8P","703.515207","Phosphatidylethanolamine",NA,352300,329527,379305,410286,284276,307126,408844,475941,424861,302114,478460,371097,402175,486764,355649,350252,307686,377374,416755,396950,504573,416370,430899,508110,271923,405213,451281,448029,308827,394915
"LP_003326","PE 35:1",732.5525372,"-1.7007 | -1.814","-0.0049 | -0.0079","[M+H]+",NA,"C40H78NO8P","731.546507","Phosphatidylethanolamine","17:0/18:1 | 17:1/18:0",1942601,2441878,2528202,2299920,2408262,1770931,2770010,2831623,2375987,1856127,2637519,2649853,2605171,3619200,2298398,2455636,2703266,2404576,2682154,2294129,3237494,2339899,2887477,2576099,1762557,2738149,2409381,2650984,2058093,2589238
"LP_003348","PE 35:2",730.536333,"-2.4639 | -2.494","-0.0341 | -0.0221","[M+H]+",NA,"C40H76NO8P","729.530857","Phosphatidylethanolamine",NA,473687,527371,643169,470516,363925,439566,540643,512965,540080,460022,607596,632244,496260,638269,592517,526838,663154,637757,475827,636086,756740,606275,614676,714141,557832,625218,824353,600967,628454,615504
"LP_003436","PE 36:2",744.5525593,"-1.6422 | -0.8605","0.0211 | 0.0251","[M+H]+",NA,"C41H78NO8P","743.546506","Phosphatidylethanolamine",NA,7045949,10450007,10391378,11150586,13306588,7108921,11209046,13342141,10248947,11607189,9781203,11077492,13905426,14933330,12234088,8295325,9349698,13308988,12429892,12319864,10326603,10580498,14009495,15335075,8318442,8288446,13990632,14350472,11528275,13986001
"LP_003480","PE 38:4",768.5511884,"-3.3746","0.0435","[M+H]+",NA,"C43H78NO8P","767.546506","Phosphatidylethanolamine",NA,1052255,1498645,1529660,1136974,1108384,952313,1338996,1087512,1129291,802437,1114456,725379,1008688,848882,895622,1044336,699138,716667,848330,627253,946110,613065,789502,893116,388487,843989,779769,757966,625220,877343
"LP_003491","PE 42:2",828.6471352,"-0.1711","0.0038","[M+H]+",NA,"C47H90NO8P","827.640406","Phosphatidylethanolamine",NA,90660,78456,100132,127992,126547,86089,109324,80004,171060,103873,90291,51895.06,66018,144266,74541,81683,49247.38,62067,72709,63915,69023,40235.38,54443,46319.54,39250.97,69016,33056.97,46386.6,39897.92,53387
"LP_003587","TAG 49:0",838.7842207,"0.1332","-0.0055","[M+NH4]+",NA,"C52H100O6","820.75199","Triacylglyceride","16:0/16:0/17:0 | 15:0/16:0/18:0 | 15:0/17:0/17:0 | 14:0/17:0/18:0",12425093,11066804,10523514,12577284,30834418,12388878,18910046,24207428,22136890,12619483,14583689,12284771,10953587,18055708,13330223,12061400,9722513,12861746,11497252,14085141,8877343,9643023,11225182,9085886,11475035,8885155,8311374,9906807,9184418,18868256
"LP_003598","TAG 49:1",836.7679637,"-1.0197","0.0025","[M+NH4]+",NA,"C52H98O6","818.736339","Triacylglyceride","16:0/16:0/17:1 | 15:0/16:0/18:1 | 15:0/17:0/17:1 | 16:0/16:1/17:0 | 15:0/16:1/18:0 | 14:0/17:0/18:1 | 14:0/17:1/18:0 | 14:0/16:0/19:1 | 15:0/15:0/19:1",11661774,27246144,22029542,32076802,44996180,14584738,24193138,33413812,31024108,39597344,15088660,14543808,19182572,15868266,22301656,17706004,14016194,27225738,22200988,25184396,11732954,8867850,12795083,13274280,11696336,12863408,11466543,14945342,11847131,17436068
"LP_003620","TAG 49:3",832.737094,"0.6857","0.0203","[M+NH4]+",NA,"C52H94O6","814.70504","Triacylglyceride","16:1/16:1/17:1 | 15:1/17:1/17:1 | 15:1/16:1/18:1 | 16:0/16:1/17:2 | 15:0/17:1/17:2 | 14:0/15:0/20:3 | 14:0/17:2/18:1",205041,530946,444619,499862,622197,243727,512295,466081,442599,677914,228288,79318,113081,96237,144173,228040,74022,177939,194697,196310,73883,46097.1,75399.45,84703,90848.01,97479,51707.75,70610.4,75724.34,105372
"LP_003719","TAG 51:0",866.8154081,"-1.5584","-0.0108","[M+NH4]+",NA,"C54H104O6","848.78329","Triacylglyceride","16:0/17:0/18:0 | 17:0/17:0/17:0 | 15:0/18:0/18:0 | 16:0/16:0/19:0 | 15:0/17:0/19:0 | 14:0/18:0/19:0 | 15:0/16:0/20:0 | 14:0/17:0/20:0",17683118,9095053,9712564,9770590,50801368,14869527,35549420,38252732,31299956,9808017,21761018,14502184,9685522,27395806,10882148,15138534,8926242,10327572,9403989,14593581,10850138,11780388,11272814,7441257,13829432,12018027,6499157,8010031,7491977,25943506
"LP_003730","TAG 51:1",864.7994867,"-0.5565","-0.0007","[M+NH4]+",NA,"C54H102O6","846.76764","Triacylglyceride","16:0/17:0/18:1 | 16:0/17:1/18:0 | 17:0/17:0/17:1 | 16:0/16:0/19:1 | 15:0/18:0/18:1 | 16:1/17:0/18:0 | 15:0/17:0/19:1 | 16:0/16:1/19:0 | 14:0/18:0/19:1 | 15:0/17:1/19:0",34096860,72507616,62775032,91226064,113721792,43744172,80414776,103698456,88959760,108020032,42716828,43331440,64850584,43933648,64527728,47327492,44738968,75960032,58054040,67349616,35496052,20809078,37525660,29320352,25065828,45464752,28528916,45432556,33876896,42848868
"LP_003741","TAG 51:2",862.7839735,"-0.2208","-0.002","[M+NH4]+",NA,"C54H100O6","844.75199","Triacylglyceride","16:0/17:1/18:1 | 17:0/17:1/17:1 | 16:0/17:0/18:2 | 15:0/18:1/18:1 | 16:1/17:0/18:1 | 16:1/17:1/18:0 | 15:0/17:1/19:1 | 16:0/16:1/19:1 | 15:0/18:0/18:2 | 16:0/16:0/19:2 | 15:0/17:0/19:2 | 14:0/18:1/19:1",17984542,43323196,35454068,51154832,62605408,22331620,42473528,50930012,47884616,61074916,24034536,19984572,25840092,17627272,27345580,25804566,18084648,37924104,27616324,32842894,15760384,7833708,13868369,12351073,11194598,19865300,10032182,17728236,12941023,18071320
"LP_003774","TAG 51:3",860.7685719,"-0.2824","0.0134","[M+NH4]+",NA,"C54H98O6","842.736339","Triacylglyceride","17:1/17:1/17:1 | 16:1/17:1/18:1 | 16:0/17:1/18:2 | 15:0/18:1/18:2 | 15:0/16:0/20:3 | 16:0/16:1/19:2 | 15:0/17:1/19:2 | 16:1/17:0/18:2 | 16:0/17:2/18:1 | 15:1/18:1/18:1 | 14:0/18:1/19:2 | 17:0/17:1/17:2 | 14:0/17:0/20:3 | 16:1/16:1/19:1 | 16:0/17:0/18:3 | 15:0/16:1/20:2 | 15:1/16:0/20:2 | 15:1/17:0/19:2",3048865,6464649,6113626,6948399,8650380,3805606,7004210,8434740,6523913,8924404,3813402,2459345,3248225,2301924,3442437,4413944,2127686,5107712,3165836,4262567,2219186,934008,1861192,1450965,1535500,2572019,1241744,1740985,1166684,2032562
"LP_003917","TAG 53:0",894.8467144,"-1.2321","-0.0233","[M+NH4]+",NA,"C56H108O6","876.81459","Triacylglyceride","17:0/18:0/18:0 | 16:0/18:0/19:0 | 17:0/17:0/19:0 | 16:0/17:0/20:0 | 15:0/18:0/20:0 | 15:0/19:0/19:0 | 14:0/15:0/24:0 | 14:0/17:0/22:0 | 14:0/16:0/23:0 | 14:0/19:0/20:0",6142601,2653365,2535865,2715223,22319656,4827318,13302646,12776241,11255688,2598307,7938882,4054945,2500127,11017425,2950685,4899126,2075903,3110031,2439986,4268645,3255318,3166724,2551862,1524051,4197343,3059679,1213733,1888966,1685375,10080304
"LP_003928","TAG 53:1",892.8308464,"-0.8922","-0.0044","[M+NH4]+",NA,"C56H106O6","874.79894","Triacylglyceride","17:0/18:0/18:1 | 17:1/18:0/18:0 | 17:0/17:0/19:1 | 16:0/18:0/19:1 | 16:0/18:1/19:0 | 17:0/17:1/19:0 | 16:0/17:0/20:1 | 16:0/17:1/20:0",30247872,78591568,63753172,88341656,124772272,35004676,72665536,107639448,95242648,113765696,39930716,44344920,67999168,45665156,67333896,47992444,42739740,86779160,56826232,76006472,37186736,17109792,36772256,26347870,18823720,45363704,28245606,46139828,31166926,42670340
"LP_003939","TAG 53:2",890.8150476,"-0.2082","-0.0044","[M+NH4]+",NA,"C56H104O6","872.78329","Triacylglyceride","17:0/18:1/18:1 | 17:1/18:0/18:1 | 17:0/17:1/19:1 | 16:0/18:1/19:1 | 16:0/17:1/20:1 | 17:0/18:0/18:2 | 16:1/18:0/19:1 | 16:0/17:0/20:2 | 17:0/17:0/19:2 | 16:0/18:0/19:2 | 16:1/17:0/20:1 | 15:0/18:1/20:1 | 15:0/19:1/19:1 | 15:0/18:0/20:2",33479522,84625968,69596432,102365288,117084680,37042276,79424520,112016480,100345944,122253056,40890036,41900904,59282472,35888512,59982800,47343216,42047196,76084536,56537448,64422344,35172048,13849963,30048052,19991712,19248682,41472064,20265750,37351652,22398964,32698838
"LP_003950","TAG 53:3",888.7994175,"-0.6543","-0.0003","[M+NH4]+",NA,"C56H102O6","870.76764","Triacylglyceride","17:1/18:1/18:1 | 17:1/17:1/19:1 | 17:0/18:1/18:2 | 17:1/18:0/18:2 | 16:0/17:1/20:2 | 16:0/18:2/19:1 | 16:0/17:0/20:3 | 16:0/18:1/19:2 | 17:0/17:1/19:2 | 15:0/18:1/20:2 | 15:0/18:0/20:3 | 16:1/18:1/19:1 | 16:0/16:0/21:3 | 16:1/17:0/20:2 | 16:1/18:0/19:2 | 15:0/19:1/19:2 | 15:0/17:0/21:3",12342919,26175390,22099744,30536552,34119440,15476081,25678572,33811860,29549942,35901956,14142306,11254591,17235196,9951994,15572008,15878068,11558183,21461898,15809609,17835988,9233869,3934384,7311175,5188251,5828526,12383676,5213939,9504313,5939373,8931965
"LP_003961","TAG 53:4",886.7840929,"-0.2031","0.0178","[M+NH4]+",NA,"C56H100O6","868.75199","Triacylglyceride","16:1/17:0/20:3 | 15:0/16:0/22:4 | 15:0/18:1/20:3 | 16:0/17:1/20:3 | 16:0/16:1/21:3 | 15:0/17:1/21:3 | 17:0/18:2/18:2 | 16:0/17:0/20:4 | 17:1/18:1/18:2 | 14:0/17:0/22:4 | 17:0/18:1/18:3 | 16:1/18:2/19:1 | 17:1/17:1/19:2 | 15:0/19:2/19:2 | 14:0/18:1/21:3 | 16:1/17:1/20:2",2007978,2602011,2520989,2882937,3013255,2765221,2278430,2546339,2353645,2916896,1808205,767683,910282,562239,900950,1785379,691650,1783724,1145737,1514781,767557,180175,485867,306741,261690,927631,291103,523312,301389,592614
"LP_004126","TAG 55:0",922.8788278,"-1.5475","-0.0106","[M+NH4]+",NA,"C58H112O6","904.84589","Triacylglyceride","15:0/16:0/24:0 | 15:0/18:0/22:0 | 17:0/18:0/20:0 | 16:0/17:0/22:0 | 16:0/16:0/23:0 | 15:0/20:0/20:0 | 16:0/18:0/21:0 | 17:0/17:0/21:0 | 15:0/17:0/23:0 | 14:0/17:0/24:0 | 18:0/18:0/19:0 | 16:0/19:0/20:0 | 17:0/19:0/19:0 | 14:0/18:0/23:0 | 14:0/16:0/25:0",1065171,492501,462813,502664,3326601,838432,2066056,1900998,1619255,529396,1311520,597912,475542,1765249,513346,796754,401415,513062,467505,638667,533396,369024,477633,351400,694728,556123,312276,397002,390777,1528921
"LP_004137","TAG 55:1",920.8625246,"-1.7368","-0.0126","[M+NH4]+",NA,"C58H110O6","902.83024","Triacylglyceride","18:0/18:1/19:0 | 17:0/18:1/20:0 | 17:0/18:0/20:1 | 18:0/18:0/19:1 | 17:0/19:0/19:1 | 16:0/19:0/20:1 | 17:1/18:0/20:0 | 16:0/19:1/20:0 | 17:1/19:0/19:0 | 17:0/17:0/21:1 | 16:0/18:0/21:1 | 16:0/17:1/22:0 | 16:1/19:0/20:0 | 16:0/18:1/21:0 | 16:1/17:0/22:0 | 15:0/20:0/20:1 | 15:0/18:0/22:1",5668456,15546448,11474270,18408854,29522680,6873501,15679888,19814226,20256766,20825042,8732782,8931294,13782203,11054305,15153101,9964528,8896566,16984328,13209207,17311950,8232907,3565087,8012853,5402050,4104793,8840576,5450848,9286964,6265565,10600894
"LP_004148","TAG 55:2",918.8463786,"-1.5502","-0.0068","[M+NH4]+",NA,"C58H108O6","900.81459","Triacylglyceride","18:0/18:1/19:1 | 17:0/19:1/19:1 | 16:0/19:1/20:1 | 18:1/18:1/19:0 | 17:0/18:1/20:1 | 17:1/18:0/20:1 | 17:1/18:1/20:0 | 16:0/18:0/21:2 | 17:1/19:0/19:1 | 17:0/17:0/21:2 | 16:0/18:1/21:1 | 17:0/18:0/20:2 | 17:0/17:1/21:1 | 16:0/19:0/20:2 | 16:0/17:1/22:1",13730821,41221932,31024232,52876440,66175532,15297579,35175784,47132316,48819864,59822812,19507496,18324784,30158658,21355590,31891756,22422848,19508718,41520636,29496118,36849360,17369904,5705152,13993342,9793134,7956518,20917094,9699274,18284012,12053988,17466758
